Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Pathway,UP or DOWN
MP:0002435 abnormal effector T cell morphology,02-Oct,0.0133554,0.433590006,0,0,13.63194444,58.83321471,PRKCH;TNIP1,Mammalian_Phenotype_level_4_2072,UP
MP:0010967 increased compact bone area,02-Oct,0.0133554,0.433590006,0,0,13.63194444,58.83321471,CAV1;PCOLCE,Mammalian_Phenotype_level_4_2073,UP
MP:0003279 aneurysm,02-Oct,0.0133554,0.433590006,0,0,13.63194444,58.83321471,HSPG2;RUNX1,Mammalian_Phenotype_level_4_2074,UP
MP:0009586 increased platelet aggregation,02-Oct,0.0133554,0.433590006,0,0,13.63194444,58.83321471,SVIL;GPX3,Mammalian_Phenotype_level_4_2075,UP
MP:0004354 absent deltoid tuberosity,02-Oct,0.0133554,0.433590006,0,0,13.63194444,58.83321471,TGFBR3;SOX9,Mammalian_Phenotype_level_4_2076,UP
MP:0001712 abnormal placenta development,Apr-53,0.01540453,0.45331744,0,0,4.466765477,18.64023014,THBD;SOCS3;STK11;PLK2,Mammalian_Phenotype_level_4_2077,UP
MP:0000165 abnormal long bone hypertrophic chondrocyte zone,Apr-53,0.01540453,0.45331744,0,0,4.466765477,18.64023014,IRS1;CAV1;FOS;HSPG2,Mammalian_Phenotype_level_4_2078,UP
MP:0013631 decreased bone trabecular spacing,02-Nov,0.01612972,0.45331744,0,0,12.11666667,50.0065927,SPON1;PLEKHM1,Mammalian_Phenotype_level_4_2079,UP
MP:0004250 tau protein deposits,02-Nov,0.01612972,0.45331744,0,0,12.11666667,50.0065927,CAV1;SORL1,Mammalian_Phenotype_level_4_2080,UP
MP:0000275 heart hyperplasia,02-Nov,0.01612972,0.45331744,0,0,12.11666667,50.0065927,TSC2;IGF2R,Mammalian_Phenotype_level_4_2081,UP
MP:0004038 lymphangiectasis,02-Nov,0.01612972,0.45331744,0,0,12.11666667,50.0065927,HEG1;ELK3,Mammalian_Phenotype_level_4_2082,UP
MP:0004260 enlarged placenta,02-Nov,0.01612972,0.45331744,0,0,12.11666667,50.0065927,GRB10;IGF2R,Mammalian_Phenotype_level_4_2083,UP
MP:0002802 abnormal discrimination learning,02-Nov,0.01612972,0.45331744,0,0,12.11666667,50.0065927,DLG4;RASGRF1,Mammalian_Phenotype_level_4_2084,UP
MP:0002969 impaired social transmission of food preference,02-Nov,0.01612972,0.45331744,0,0,12.11666667,50.0065927,RASGRF1;SYN3,Mammalian_Phenotype_level_4_2085,UP
MP:0000681 abnormal thyroid gland morphology,Mar-30,0.01663102,0.456284457,0,0,6.069637883,24.8641838,PRLR;SLC5A5;CTSB,Mammalian_Phenotype_level_4_2086,UP
MP:0000274 enlarged heart,13/367,0.01681251,0.456284457,0,0,2.029138944,8.290315427,C1RA;PLA2G4A;NR1D1;WFDC2;IGF2R;SSTR4;AKAP12;LASP1;PADI2;GAS6;CYREN;GPSM3;LY6E,Mammalian_Phenotype_level_4_2087,UP
MP:0001262 decreased body weight,38/1471,0.0170359,0.456284457,0,0,1.489989059,6.067879984,SPARC;IRS1;RASGRF1;LPAR1;LNCPINT;CACNA1D;AQP5;LTBP3;AQP2;ETS1;SLC9A1;DPP4;LASP1;AGR2;GRB10;IGFBP7;SOX9;MEST;DEDD;SCYL1;SLC12A2;HAGLR;CBX6;PRKCH;CAV1;PLA2G4A;LIFR;NR1D1;FOS;HSPG2;PRLR;KLF3;SLURP1;RUNX1;GRIN1;TNIP1;DLG4;COL6A3,Mammalian_Phenotype_level_4_2088,UP
MP:0003566 abnormal cell adhesion,Apr-55,0.01744688,0.456284457,0,0,4.291160039,17.37316592,ZYX;MTSS1;SERPINB5;TGM2,Mammalian_Phenotype_level_4_2089,UP
MP:0005048 abnormal thrombosis,Apr-55,0.01744688,0.456284457,0,0,4.291160039,17.37316592,THBD;STIM1;GPX3;PRDX6,Mammalian_Phenotype_level_4_2090,UP
MP:0000157 abnormal sternum morphology,May-85,0.01907543,0.456379863,0,0,3.424019608,13.55690638,TGFBR3;LASP1;FUZ;SOX9;HSPG2,Mammalian_Phenotype_level_4_2091,UP
MP:0003921 abnormal heart left ventricle morphology,May-85,0.01907543,0.456379863,0,0,3.424019608,13.55690638,AKAP12;AOC1;PLA2G4A;TXNIP;KLF3,Mammalian_Phenotype_level_4_2092,UP
MP:0014086 hemangioma,02-Dec,0.01912652,0.456379863,0,0,10.90444444,43.14539281,CBX6;RUNDC1,Mammalian_Phenotype_level_4_2093,UP
MP:0011452 decreased susceptibility to dopaminergic neuron neurotoxicity,02-Dec,0.01912652,0.456379863,0,0,10.90444444,43.14539281,MAPK10;PLA2G4A,Mammalian_Phenotype_level_4_2094,UP
MP:0008764 increased mast cell degranulation,02-Dec,0.01912652,0.456379863,0,0,10.90444444,43.14539281,MMP24;PLA2G4A,Mammalian_Phenotype_level_4_2095,UP
MP:0008779 abnormal maternal behavior,02-Dec,0.01912652,0.456379863,0,0,10.90444444,43.14539281,DSCAM;PRLR,Mammalian_Phenotype_level_4_2096,UP
"MP:0011099 lethality throughout fetal growth and development, complete penetrance",9/220,0.01914711,0.456379863,0,0,2.347421559,9.285468841,TGFBR3;STK11;STIM1;ADGRA2;TSC2;FUZ;KLF3;RUNX1;LY6E,Mammalian_Phenotype_level_4_2097,UP
MP:0003231 abnormal placenta vasculature,Apr-57,0.0196504,0.461093599,0,0,4.128807842,16.22480049,SOCS3;STK11;FN1;COMMD1,Mammalian_Phenotype_level_4_2098,UP
MP:0010025 decreased total body fat amount,16/498,0.01983462,0.461093599,0,0,1.837814501,7.204833069,SLC12A2;CBX6;IRS1;GALNT18;CAV1;RASGRF1;LPAR1;NR1D1;KLF3;SERPINB5;SLURP1;SOCS3;DLG4;PLEKHM1;SOX9;PTPN5,Mammalian_Phenotype_level_4_2099,UP
MP:0006138 congestive heart failure,Apr-58,0.02081359,0.472587855,0,0,4.052141527,15.69049619,CAV1;SOX9;KLF3;IGF2R,Mammalian_Phenotype_level_4_2100,UP
MP:0000477 abnormal intestine morphology,May-88,0.02181632,0.472587855,0,0,3.299753636,12.62187733,SLC12A2;STK11;BMP1;TNIP1;TNS2,Mammalian_Phenotype_level_4_2101,UP
MP:0009549 decreased platelet aggregation,Apr-59,0.0220182,0.472587855,0,0,3.978263078,15.18059707,STIM1;EMILIN2;RAB27B;GAS6,Mammalian_Phenotype_level_4_2102,UP
MP:0001602 impaired myelopoiesis,Feb-13,0.02233687,0.472587855,0,0,9.912626263,37.68301499,CXCL12;RUNX1,Mammalian_Phenotype_level_4_2103,UP
MP:0008033 impaired lipolysis,Feb-13,0.02233687,0.472587855,0,0,9.912626263,37.68301499,IRS1;CAV1,Mammalian_Phenotype_level_4_2104,UP
MP:0003883 enlarged stomach,Feb-13,0.02233687,0.472587855,0,0,9.912626263,37.68301499,STK11;AGR2,Mammalian_Phenotype_level_4_2105,UP
MP:0002916 increased synaptic depression,Feb-13,0.02233687,0.472587855,0,0,9.912626263,37.68301499,SYN3;SYN2,Mammalian_Phenotype_level_4_2106,UP
MP:0009446 abnormal platelet dense granule physiology,Feb-13,0.02233687,0.472587855,0,0,9.912626263,37.68301499,RAB27B;GAS6,Mammalian_Phenotype_level_4_2107,UP
MP:0002998 abnormal bone remodeling,Mar-34,0.02325149,0.481397585,0,0,5.285380537,19.88035561,SPON1;SPARC;LTBP3,Mammalian_Phenotype_level_4_2108,UP
MP:0004883 abnormal vascular wound healing,Apr-60,0.02326457,0.481397585,0,0,3.907023144,14.6936256,RRAS;IRS1;CAV1;SORL1,Mammalian_Phenotype_level_4_2109,UP
MP:0005599 increased cardiac muscle contractility,Mar-35,0.02509861,0.494808274,0,0,5.119951253,18.86672759,AKAP12;SFRP2;KLF3,Mammalian_Phenotype_level_4_2110,UP
MP:0009409 abnormal skeletal muscle fiber type ratio,Mar-35,0.02509861,0.494808274,0,0,5.119951253,18.86672759,NR1D1;HSPG2;SCYL1,Mammalian_Phenotype_level_4_2111,UP
MP:0001792 impaired wound healing,Mar-35,0.02509861,0.494808274,0,0,5.119951253,18.86672759,PRKCH;CAV1;FN1,Mammalian_Phenotype_level_4_2112,UP
"MP:0011086 postnatal lethality, incomplete penetrance",19/643,0.0256643,0.494808274,0,0,1.687906481,6.182217938,SLC12A2;ERRFI1;HAGLR;PRKCH;DSCAM;HEG1;LPAR1;NRXN3;INHBB;NR1D1;ETS1;KLF3;IGF2R;ELK3;RUNX1;GRIN1;SLC9A1;DLG4;MEST,Mammalian_Phenotype_level_4_2113,UP
MP:0000250 abnormal vasoconstriction,Feb-14,0.0257521,0.494808274,0,0,9.086111111,33.24825184,CAV1;KCNMB1,Mammalian_Phenotype_level_4_2114,UP
MP:0008997 increased blood osmolality,Feb-14,0.0257521,0.494808274,0,0,9.086111111,33.24825184,PLA2G4A;AQP2,Mammalian_Phenotype_level_4_2115,UP
MP:0003270 intestinal obstruction,Feb-14,0.0257521,0.494808274,0,0,9.086111111,33.24825184,STK11;AGR2,Mammalian_Phenotype_level_4_2116,UP
MP:0001176 abnormal lung development,May-93,0.02692991,0.50318494,0,0,3.111471861,11.24646998,HSD11B1;ERRFI1;STK11;NUBP1;IGF2R,Mammalian_Phenotype_level_4_2117,UP
MP:0001458 abnormal object recognition memory,Mar-36,0.02702245,0.50318494,0,0,4.964547987,17.92741699,PRRT1;HFE;SORL1,Mammalian_Phenotype_level_4_2118,UP
MP:0001222 epidermal hyperplasia,Apr-63,0.02725696,0.50318494,0,0,3.707792823,13.35712423,ERRFI1;PRKCH;CAV1;LY6A,Mammalian_Phenotype_level_4_2119,UP
MP:0004984 increased osteoclast cell number,Apr-63,0.02725696,0.50318494,0,0,3.707792823,13.35712423,IRS1;HFE;LIFR;HSPG2,Mammalian_Phenotype_level_4_2120,UP
MP:0000440 domed cranium,May-94,0.02803654,0.509123191,0,0,3.076354137,10.99564794,DSCAM;SOX9;FOS;LTBP3;HSPG2,Mammalian_Phenotype_level_4_2121,UP
MP:0009763 increased sensitivity to induced morbidity/mortality,8/198,0.02811939,0.509123191,0,0,2.313172762,8.261024391,THBD;LASP1;GPX3;CAV1;TXNIP;VTCN1;TIMP4;TGM2,Mammalian_Phenotype_level_4_2122,UP
MP:0003408 increased width of hypertrophic chondrocyte zone,Mar-37,0.02902282,0.511963342,0,0,4.818286089,17.05515699,LTBP3;SOX9;HSPG2,Mammalian_Phenotype_level_4_2123,UP
MP:0009403 increased variability of skeletal muscle fiber size,Mar-37,0.02902282,0.511963342,0,0,4.818286089,17.05515699,COL6A3;HSPG2;SCYL1,Mammalian_Phenotype_level_4_2124,UP
MP:0001435 absent suckling reflex,Feb-15,0.0293638,0.511963342,0,0,8.386752137,29.5883991,IGF2R;GRIN1,Mammalian_Phenotype_level_4_2125,UP
MP:0003329 amyloid beta deposits,Feb-15,0.0293638,0.511963342,0,0,8.386752137,29.5883991,CAV1;SORL1,Mammalian_Phenotype_level_4_2126,UP
MP:0000559 abnormal femur morphology,Apr-66,0.03163415,0.529993688,0,0,3.527842855,12.18346877,TGFBR3;SPON1;IRS1;PCOLCE,Mammalian_Phenotype_level_4_2127,UP
MP:0001380 reduced male mating frequency,Feb-16,0.03316378,0.529993688,0,0,7.787301587,26.52586279,SLC12A2;GRIN1,Mammalian_Phenotype_level_4_2128,UP
MP:0001385 pup cannibalization,Feb-16,0.03316378,0.529993688,0,0,7.787301587,26.52586279,INHBB;GRIN1,Mammalian_Phenotype_level_4_2129,UP
MP:0008713 abnormal cytokine level,Apr-67,0.03317956,0.529993688,0,0,3.471667997,11.82388111,SPHK1;CAV1;PLA2G4A;CD200,Mammalian_Phenotype_level_4_2130,UP
MP:0003312 abnormal locomotor coordination,Mar-39,0.03325207,0.529993688,0,0,4.550139276,15.48702861,HSPG2;SLC9A1;SCYL1,Mammalian_Phenotype_level_4_2131,UP
MP:0003070 increased vascular permeability,Mar-39,0.03325207,0.529993688,0,0,4.550139276,15.48702861,GPR17;CAV1;GAS6,Mammalian_Phenotype_level_4_2132,UP
MP:0005014 increased B cell number,6/134,0.03524922,0.529993688,0,0,2.568908006,8.593798781,PRKCH;TRAF3IP2;TNIP1;DLG4;SPHK2;SPHK1,Mammalian_Phenotype_level_4_2133,UP
MP:0006054 spinal hemorrhage,Feb-17,0.03714406,0.529993688,0,0,7.267777778,23.93243856,ADGRA2;RUNX1,Mammalian_Phenotype_level_4_2134,UP
MP:0003321 tracheoesophageal fistula,Feb-17,0.03714406,0.529993688,0,0,7.267777778,23.93243856,FUZ;QSOX1,Mammalian_Phenotype_level_4_2135,UP
MP:0011024 abnormal branching involved in lung morphogenesis,Feb-17,0.03714406,0.529993688,0,0,7.267777778,23.93243856,STK11;NUBP1,Mammalian_Phenotype_level_4_2136,UP
MP:0008880 lacrimal gland inflammation,Feb-17,0.03714406,0.529993688,0,0,7.267777778,23.93243856,TRAF3IP2;IL2RA,Mammalian_Phenotype_level_4_2137,UP
MP:0002886 abnormal glutamate-mediated receptor currents,Feb-17,0.03714406,0.529993688,0,0,7.267777778,23.93243856,DLG4;GRIN1,Mammalian_Phenotype_level_4_2138,UP
MP:0000516 abnormal renal/urinary system morphology,Feb-17,0.03714406,0.529993688,0,0,7.267777778,23.93243856,LIFR;TNS2,Mammalian_Phenotype_level_4_2139,UP
MP:0003123 paternal imprinting,Feb-17,0.03714406,0.529993688,0,0,7.267777778,23.93243856,RASGRF1;GRB10,Mammalian_Phenotype_level_4_2140,UP
MP:0001463 abnormal spatial learning,7/172,0.0373789,0.529993688,0,0,2.327119078,7.648423157,HSD11B1;DLG4;RASGRF1;TSC2;NCAM1;FOS;GRIN1,Mammalian_Phenotype_level_4_2141,UP
MP:0005076 abnormal cell differentiation,Mar-41,0.03778345,0.529993688,0,0,4.310218443,14.11977609,STK11;IRS1;KLF3,Mammalian_Phenotype_level_4_2142,UP
MP:0001360 abnormal social investigation,5/102,0.03792828,0.529993688,0,0,2.821479107,9.232043792,DLG4;TSC2;SYN3;SYN2;GRIN1,Mammalian_Phenotype_level_4_2143,UP
MP:0005296 abnormal humerus morphology,Mar-42,0.04016125,0.529993688,0,0,4.199485751,13.50072829,SPARC;SOX9;HSPG2,Mammalian_Phenotype_level_4_2144,UP
MP:0001144 vagina atresia,Feb-18,0.04129693,0.529993688,0,0,6.813194444,21.71342647,EPHA1;IGF2R,Mammalian_Phenotype_level_4_2145,UP
MP:0000473 abnormal stomach glandular epithelium morphology,Feb-18,0.04129693,0.529993688,0,0,6.813194444,21.71342647,AGR2;SLC9A1,Mammalian_Phenotype_level_4_2146,UP
MP:0005503 abnormal tendon morphology,Feb-18,0.04129693,0.529993688,0,0,6.813194444,21.71342647,COL6A3;PCOLCE,Mammalian_Phenotype_level_4_2147,UP
MP:0008765 decreased mast cell degranulation,Feb-18,0.04129693,0.529993688,0,0,6.813194444,21.71342647,MILR1;STIM1,Mammalian_Phenotype_level_4_2148,UP
MP:0005425 increased macrophage cell number,Apr-72,0.0415588,0.529993688,0,0,3.215576733,10.22761086,TNIP1;CD200;TGM2;RUNX1,Mammalian_Phenotype_level_4_2149,UP
MP:0004215 abnormal myocardial fiber physiology,Apr-72,0.0415588,0.529993688,0,0,3.215576733,10.22761086,AKAP12;SPHK1;CACNA1D;TIMP4,Mammalian_Phenotype_level_4_2150,UP
MP:0010868 increased bone trabecula number,Mar-43,0.04261303,0.529993688,0,0,4.094289694,12.91992138,CAV1;PLEKHM1;FOS,Mammalian_Phenotype_level_4_2151,UP
MP:0002175 decreased brain weight,Apr-73,0.04336541,0.529993688,0,0,3.168812242,9.94402824,HFE;CAV1;SYN2;DEDD,Mammalian_Phenotype_level_4_2152,UP
MP:0002118 abnormal lipid homeostasis,6/141,0.04342456,0.529993688,0,0,2.434831461,7.637408998,HSD11B1;STK11;ANGPTL6;CAV1;TXNIP;CERS2,Mammalian_Phenotype_level_4_2153,UP
MP:0002092 abnormal eye morphology,8/217,0.04444142,0.529993688,0,0,2.100829887,6.541109112,SEMA4A;SPARC;RUNDC1;FUZ;INHBB;NR1D1;LTBP3;GAS6,Mammalian_Phenotype_level_4_2154,UP
MP:0000599 enlarged liver,5/107,0.04506929,0.529993688,0,0,2.682484759,8.31450666,STK11;KRT18;GRB10;IGF2R;MTSS1,Mammalian_Phenotype_level_4_2155,UP
MP:0009395 increased nucleated erythrocyte cell number,Mar-44,0.04513815,0.529993688,0,0,3.994225151,12.37421963,SOCS3;IGF2R;RUNX1,Mammalian_Phenotype_level_4_2156,UP
MP:0005244 hemopericardium,Mar-44,0.04513815,0.529993688,0,0,3.994225151,12.37421963,HEG1;HSPG2;RUNX1,Mammalian_Phenotype_level_4_2157,UP
MP:0003797 abnormal compact bone morphology,Mar-44,0.04513815,0.529993688,0,0,3.994225151,12.37421963,CAV1;PCOLCE;FOS,Mammalian_Phenotype_level_4_2158,UP
MP:0005029 abnormal amnion morphology,Feb-19,0.04561487,0.529993688,0,0,6.412091503,19.79747099,BMP1;FN1,Mammalian_Phenotype_level_4_2159,UP
MP:0011260 abnormal head mesenchyme morphology,Feb-19,0.04561487,0.529993688,0,0,6.412091503,19.79747099,STK11;FUZ,Mammalian_Phenotype_level_4_2160,UP
MP:0003492 abnormal involuntary movement,Feb-19,0.04561487,0.529993688,0,0,6.412091503,19.79747099,CAV1;SCYL1,Mammalian_Phenotype_level_4_2161,UP
MP:0001917 intraventricular hemorrhage,Feb-19,0.04561487,0.529993688,0,0,6.412091503,19.79747099,ADGRA2;RUNX1,Mammalian_Phenotype_level_4_2162,UP
MP:0003863 decreased aggression towards mice,Feb-19,0.04561487,0.529993688,0,0,6.412091503,19.79747099,SYN3;GRIN1,Mammalian_Phenotype_level_4_2163,UP
MP:0000627 abnormal mammary gland morphology,Feb-19,0.04561487,0.529993688,0,0,6.412091503,19.79747099,CAV1;INHBB,Mammalian_Phenotype_level_4_2164,UP
MP:0005592 abnormal vascular smooth muscle morphology,Mar-45,0.04773592,0.529993688,0,0,3.898925587,11.86080869,STK11;CXCL12;FN1,Mammalian_Phenotype_level_4_2165,UP
MP:0002754 dilated heart right ventricle,Mar-45,0.04773592,0.529993688,0,0,3.898925587,11.86080869,CAV1;SLCO2A1;IGF2R,Mammalian_Phenotype_level_4_2166,UP
Inflammatory Response,18/200,0.00015133,0.007112373,0,0,2.890780975,25.42750288,IL10;PTGIR;CSF3R;RGS16;EBI3;PTAFR;LIF;KCNA3;TACR1;MEFV;PIK3R5;ADGRE1;P2RX4;CCRL2;PDE4B;NLRP3;LCP2;SLC28A2,MGI_SigDB_Hallmark_2020,UP
IL-2/STAT5 Signaling,16/199,0.00117899,0.027706279,0,0,2.547629147,17.17890953,IL10;CD86;CD83;RGS16;LIF;PTH1R;NDRG1;AGER;P2RX4;SPP1;BCL2;TNFSF11;PLIN2;SLC39A8;GALM;F2RL2,MGI_SigDB_Hallmark_2021,UP
Allograft Rejection,14/200,0.00793505,0.124315847,0,0,2.1862222,10.57358739,IL10;CD86;NCF4;LIF;LY86;ITGAL;PTPRC;CD8A;ST8SIA4;HCLS1;NLRP3;LCP2;CCR5;B2M,MGI_SigDB_Hallmark_2022,UP
G2-M Checkpoint,13/200,0.01811862,0.131254172,0,0,2.016042781,8.08597505,TOP2A;H2AZ1;CDC7;CDC25A;TRAIP;SFPQ;RPS6KA5;CHAF1A;INCENP;STMN1;MYBL2;TOP1;KIF20B,MGI_SigDB_Hallmark_2023,UP
p53 Pathway,13/200,0.01811862,0.131254172,0,0,2.016042781,8.08597505,PCNA;ZBTB16;RGS16;LIF;NDRG1;PITPNC1;WRAP73;RAD51C;TCN2;KRT17;NINJ1;MDM2;EPHA2,MGI_SigDB_Hallmark_2024,UP
KRAS Signaling Up,13/200,0.01811862,0.131254172,0,0,2.016042781,8.08597505,ST6GAL1;PEG3;RGS16;IGF2;LIF;LY96;ANO1;SPP1;PECAM1;ITGBL1;ADAM8;LCP1;KCNN4,MGI_SigDB_Hallmark_2025,UP
Androgen Response,8/100,0.01954849,0.131254172,0,0,2.515201046,9.896956552,CDK6;HOMER2;ELOVL5;IQGAP2;B2M;NDRG1;FADS1;FKBP5,MGI_SigDB_Hallmark_2026,UP
osteoblast day21,12/264,0.00327583,0.14287,0,0,2.63755102,15.08991275,SCARA3;SPARC;SFRP2;CXCL12;GALR2;FCGRT;MXRA8;LPAR1;PCOLCE;GAS6;NUDT6;SH3D19,Mouse_Gene_Altas,UP
MEF,13/300,0.00339073,0.14287,0,0,2.511536196,14.28237485,TPM1;FN1;NUDT6;HSPG2;FBLN2;IGF2R;BMP1;CCNG1;ZYX;QSOX1;NCAM1;IGF2BP3;EPHA1,Mouse_Gene_Altas,UP
3T3-L1,9/181,0.0058378,0.14287,0,0,2.885466763,14.84111323,TGFBR3;C1RA;CXCL12;LOXL4;PCOLCE;IGF2BP3;PTN;GNG12;FBLN2,Mouse_Gene_Altas,UP
prostate,13/329,0.00724769,0.14287,0,0,2.277628668,11.22204257,CHID1;SLC12A2;CDK19;TRAF3IP2;YIPF2;PRDX6;PRLR;RABEPK;MLPH;NRIP1;TMED3;SERINC3;TIMP4,Mouse_Gene_Altas,UP
osteoblast day14,12/301,0.00905973,0.14287,0,0,2.295481957,10.79775347,SCARA3;SPARC;SFRP2;MXRA8;LPAR1;GRB10;PCOLCE;NCAM1;GAS6;NUDT6;SSTR4;SH3D19,Mouse_Gene_Altas,UP
bladder,9/195,0.00931761,0.14287,0,0,2.666362058,12.46750705,ENHO;SVIL;FER1L4;GSTM1;KCNMB1;TPM1;LY6D;TMPRSS2;SH3D19,Mouse_Gene_Altas,UP
Head and neck cancer,03-Jun,0.00011294,0.040207735,0,0,54.69359331,497.0896481,GALR2;LY6D;LOXL4,Jensen_Diseases,UP
Hypertension,13/289,0.00246321,0.279187833,0,0,2.613118226,15.69514948,SLC12A2;IRS1;CAV1;CACNA1D;FOS;AQP2;SLC9A1;HSD11B1;DPP4;THBD;MRAS;KCNMB1;EPHA1,Jensen_Diseases,UP
Alzheimer's disease,10/195,0.00301326,0.279187833,0,0,2.9872543,17.34021426,STK11;SCARA3;IRS1;CCNG1;S100A6;NCAM1;EPHA1;SORL1;WFDC2;RBMS3,Jensen_Diseases,UP
Pollen allergy,02-May,0.00315111,0.279187833,0,0,36.36111111,209.440061,CD164;FUZ,Jensen_Diseases,UP
Umbilical hernia,Mar-18,0.00392118,0.279187833,0,0,10.93203343,60.57836889,BMP1;GRB10;PTPN5,Jensen_Diseases,UP
Silver-Russell syndrome,Apr-40,0.00577161,0.328551561,0,0,6.083798883,31.36078872,GRB10;COPG2;MEST;IGF2R,Jensen_Diseases,UP
Myocardial infarction,02-Jul,0.00646028,0.328551561,0,0,21.81444444,109.9902193,CXCL12;PHACTR1,Jensen_Diseases,UP
Sialadenitis,02-Sep,0.01081272,0.445417573,0,0,15.58015873,70.53187553,AQP5;HSPG2,Jensen_Diseases,UP
Rheumatoid arthritis,12/310,0.01126056,0.445417573,0,0,2.225119847,9.982887207,PRRT1;ENHO;PRKCH;DSCAM;GPX3;MGAT5;IL2RA;PADI2;TNR;EMILIN2;ETS1;GPSM3,Jensen_Diseases,UP
Prostate carcinoma in situ,02-Oct,0.0133554,0.470035835,0,0,13.63194444,58.83321471,ALDOA;SLURP1,Jensen_Diseases,UP
Transient neonatal diabetes mellitus,02-Nov,0.01612972,0.470035835,0,0,12.11666667,50.0065927,RASGRF1;MEST,Jensen_Diseases,UP
Systemic scleroderma,Mar-31,0.01817108,0.470035835,0,0,5.852566653,23.45664192,PRRT1;TNIP1;GRB10,Jensen_Diseases,UP
Migraine,02-Dec,0.01912652,0.470035835,0,0,10.90444444,43.14539281,LRP1;PHACTR1,Jensen_Diseases,UP
Brain ischemia,Mar-35,0.02509861,0.470035835,0,0,5.119951253,18.86672759,MAPK10;DLG4;FOS,Jensen_Diseases,UP
Antiphospholipid syndrome,Feb-15,0.0293638,0.470035835,0,0,8.386752137,29.5883991,THBD;LIAS,Jensen_Diseases,UP
Diamond-Blackfan anemia,Feb-15,0.0293638,0.470035835,0,0,8.386752137,29.5883991,RPL5;RPS28,Jensen_Diseases,UP
Refractive error,Mar-43,0.04261303,0.470035835,0,0,4.094289694,12.91992138,RASGRF1;TNR;CACNA1D,Jensen_Diseases,UP
Phospholipase D signaling pathway,8/149,0.00583765,0.725458662,0,0,3.124894819,16.07267077,MRAS;RRAS;SPHK2;SPHK1;LPAR1;TSC2;PLA2G4A;DGKI,KEGG_2019_mouse,UP
Autophagy,7/130,0.00951654,0.725458662,0,0,3.128478186,14.5622033,MAPK10;STK11;MRAS;RRAS;IRS1;TSC2;CTSB,KEGG_2019_mouse,UP
Type II diabetes mellitus,Apr-48,0.01097941,0.725458662,0,0,4.975622143,22.44868301,MAPK10;SOCS3;IRS1;CACNA1D,KEGG_2019_mouse,UP
Glutamatergic synapse,6/114,0.01759132,0.725458662,0,0,3.047752809,12.31398714,DLG4;PLA2G4A;CACNA1D;GNG12;GLUL;GRIN1,KEGG_2019_mouse,UP
Choline metabolism in cancer,May-99,0.0340001,0.725458662,0,0,2.9119733,9.84652305,MAPK10;TSC2;PLA2G4A;FOS;DGKI,KEGG_2019_mouse,UP
cAMP signaling pathway,8/211,0.03873972,0.725458662,0,0,2.163591328,7.033597146,MAPK10;CHRM1;RRAS;CACNA1D;SOX9;FOS;GRIN1;SLC9A1,KEGG_2019_mouse,UP
Apelin signaling pathway,6/138,0.03978797,0.725458662,0,0,2.490551583,8.030013101,MRAS;RRAS;SPHK2;SPHK1;GNG12;SLC9A1,KEGG_2019_mouse,UP
Adipocytokine signaling pathway,Apr-71,0.03979581,0.725458662,0,0,3.26373718,10.52226826,MAPK10;SOCS3;STK11;IRS1,KEGG_2019_mouse,UP
p53 signaling pathway,Apr-71,0.03979581,0.725458662,0,0,3.26373718,10.52226826,CCNG1;TSC2;SERPINB5;GADD45G,KEGG_2019_mouse,UP
Prolactin signaling pathway,Apr-72,0.0415588,0.725458662,0,0,3.215576733,10.22761086,MAPK10;SOCS3;FOS;PRLR,KEGG_2019_mouse,UP
MAPK signaling pathway,10/294,0.04226403,0.725458662,0,0,1.936019526,6.125215316,MAPK10;MRAS;RRAS;RASGRF1;PLA2G4A;CACNA1D;FOS;GNG12;PTPN5;GADD45G,KEGG_2019_mouse,UP
Regulation of actin cytoskeleton,8/217,0.04444142,0.725458662,0,0,2.100829887,6.541109112,MRAS;CHRM1;CXCL12;RRAS;LPAR1;FN1;GNG12;SLC9A1,KEGG_2019_mouse,UP
Oxidative Stress WP412,Apr-28,0.00153277,0.157875549,0,0,9.131284916,59.17691003,MAPK10;GCLC;GPX3;FOS,WikiPathways_2019_mouse,UP
Novel Jun-Dmp1 Pathway WP3654,Mar-26,0.01123025,0.374324261,0,0,7.126680392,31.9926964,RRAS;FOS;ETS1,WikiPathways_2019_mouse,UP
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP2841,12/324,0.01547698,0.374324261,0,0,2.123736264,8.852585302,STK11;CHRM1;PFKFB3;PIK3IP1;IRS1;IL2RA;LPAR1;FN1;TNR;TSC2;GNG12;PRLR,WikiPathways_2019_mouse,UP
EGFR1 Signaling Pathway WP572,8/178,0.01601089,0.374324261,0,0,2.587969425,10.69992341,ERRFI1;SOCS3;KRT18;TNIP1;CAV1;GRB10;FOS;PTPN5,WikiPathways_2019_mouse,UP
Prostaglandin Synthesis and Regulation WP374,Mar-31,0.01817108,0.374324261,0,0,5.852566653,23.45664192,HSD11B1;S100A6;PLA2G4A,WikiPathways_2019_mouse,UP
